Reaction,role,metabolite
R08365,substrate,C00001
R08365,product,C01097
R08365,product,C00014
R08366,substrate,C01132
R08366,substrate,C04261
R08366,product,C06376
R08366,product,C00615
R08367,substrate,C02262
R08367,substrate,C04261
R08367,product,C06377
R08367,product,C00615
R08368,substrate,C15586
R08368,substrate,C00009
R08368,product,C15587
R08368,product,C00620
R08414,substrate,C00450
R08414,product,C00408
R08503,substrate,C16737
R08503,product,C06892
R08549,substrate,C00026
R08549,substrate,C00010
R08549,substrate,C00003
R08549,product,C00091
R08549,product,C00011
R08549,product,C00004
R08549,product,C00080
R08553,substrate,C00020
R08553,substrate,C00094
R08553,substrate,C00016
R08553,product,C00224
R08553,product,C01352
R08555,substrate,C00256
R08555,substrate,C00357
R08555,product,C16698
R08555,product,C00001
R08559,substrate,C02713
R08559,substrate,C04261
R08559,product,C16698
R08559,product,C00615
R08571,substrate,C00577
R08571,substrate,C00001
R08571,substrate,C00139
R08571,product,C00258
R08571,product,C00080
R08571,product,C00138
R08572,substrate,C00258
R08572,substrate,C00002
R08572,product,C00631
R08572,product,C00008
R08574,substrate,C00063
R08574,substrate,C00255
R08574,product,C00112
R08574,product,C00061
R08575,substrate,C05382
R08575,substrate,C00118
R08575,product,C00279
R08575,product,C00085
R08587,substrate,C16999
R08587,substrate,C00001
R08587,product,C17010
R08587,product,C00262
R08588,substrate,C17010
R08588,substrate,C00019
R08588,product,C17017
R08588,product,C05198
R08588,product,C00073
R08603,substrate,C04287
R08603,substrate,C00001
R08603,product,C16737
R08620,substrate,C17210
R08620,product,C17212
R08622,substrate,C17211
R08622,substrate,C00151
R08622,product,C17213
R08622,product,C00161
R08624,substrate,C17214
R08624,product,C17215
R08626,substrate,C17216
R08626,substrate,C00151
R08626,product,C17217
R08626,product,C00161
R08628,substrate,C17218
R08628,product,C17219
R08634,substrate,C17222
R08634,product,C17223
R08639,substrate,C00103
R08639,product,C00092
R08641,substrate,C17226
R08641,product,C17227
R08645,substrate,C17230
R08645,product,C17231
R08648,substrate,C00022
R08648,substrate,C00109
R08648,product,C06006
R08648,product,C00011
R08689,substrate,C11453
R08689,substrate,C00138
R08689,product,C11811
R08689,product,C00001
R08689,product,C00139
R08700,substrate,C00868
R08700,substrate,C15812
R08700,substrate,C00002
R08700,product,C17322
R08700,product,C15811
R08700,product,C00020
R08700,product,C00013
R08701,substrate,C17322
R08701,substrate,C00037
R08701,substrate,C03479
R08701,substrate,C00030
R08701,product,C17323
R08701,product,C00101
R08701,product,C00028
R08701,product,C00001
R08702,substrate,C17323
R08702,substrate,C00007
R08702,substrate,C00001
R08702,product,C11478
R08702,product,C00048
R08702,product,C00027
R08714,substrate,C00134
R08714,substrate,C00022
R08714,product,C00555
R08714,product,C00041
R08734,substrate,C15613
R08734,product,C17343
R08739,substrate,C17345
R08739,product,C17346
R08754,substrate,C00353
R08754,substrate,C00005
R08754,substrate,C00080
R08754,product,C17439
R08754,product,C00006
R08755,substrate,C17439
R08755,substrate,C00005
R08755,substrate,C00080
R08755,product,C17440
R08755,product,C00006
R08756,substrate,C17440
R08756,substrate,C00005
R08756,substrate,C00080
R08756,product,C05427
R08756,product,C00006
R08768,substrate,C05807
R08768,substrate,C00005
R08768,substrate,C00080
R08768,substrate,C00007
R08768,product,C17551
R08768,product,C00006
R08768,product,C00001
R08769,substrate,C17551
R08769,substrate,C00019
R08769,product,C17552
R08769,product,C00021
R08778,substrate,C02412
R08778,substrate,C17542
R08778,product,C01642
R08778,product,C05895
R08779,substrate,C00886
R08779,substrate,C05893
R08779,product,C01635
R08779,product,C17550
R08780,substrate,C00886
R08780,substrate,C17550
R08780,product,C01635
R08780,product,C17549
R08836,substrate,C00355
R08836,substrate,C00007
R08836,product,C17758
R08856,substrate,C00043
R08856,substrate,C17556
R08856,product,C01289
R08856,product,C00105
R08878,substrate,C15673
R08878,substrate,C00006
R08878,product,C02780
R08878,product,C00005
R08878,product,C00080
R08896,substrate,C01743
R08896,substrate,C00007
R08896,product,C17583
R08896,product,C00027
R08926,substrate,C01019
R08926,substrate,C00003
R08926,product,C18028
R08926,product,C00004
R08926,product,C00080
R08940,substrate,C00173
R08940,substrate,C00019
R08940,product,C00229
R08940,product,C00170
R08940,product,C18049
R08944,substrate,C03939
R08944,substrate,C00383
R08944,product,C01209
R08944,product,C00033
R08956,substrate,C18054
R08956,substrate,C00025
R08956,product,C00251
R08956,product,C00064
R08968,substrate,C00140
R08968,substrate,C00002
R08968,product,C04501
R08968,product,C00008
R08970,substrate,C18049
R08970,substrate,C00001
R08970,product,C18061
R08991,substrate,C16463
R08991,substrate,C00001
R08991,product,C18076
R09009,substrate,C00935
R09009,product,C18094
R09030,substrate,C02962
R09030,product,C18096
R09053,substrate,C02139
R09053,substrate,C00138
R09053,substrate,C00002
R09053,substrate,C00001
R09053,substrate,C00080
R09053,product,C18152
R09053,product,C00139
R09053,product,C00008
R09053,product,C00009
R09060,substrate,C18154
R09060,substrate,C00138
R09060,substrate,C00002
R09060,substrate,C00001
R09060,substrate,C00080
R09060,product,C18153
R09060,product,C00139
R09060,product,C00008
R09060,product,C00009
R09081,substrate,C18172
R09081,product,C00315
R09081,product,C00011
R09082,substrate,C18174
R09082,product,C03375
R09082,product,C00011
R09096,substrate,C00024
R09096,substrate,C01217
R09096,product,C00010
R09096,product,C04488
R09096,product,C00237
R09099,substrate,C00065
R09099,substrate,C01217
R09099,product,C04377
R09099,product,C00037
R09099,product,C00001
R09107,substrate,C15532
R09107,substrate,C00001
R09107,product,C00033
R09107,product,C00327
R09129,substrate,C18235
R09129,substrate,C00003
R09129,product,C06718
R09129,product,C00004
R09129,product,C00080
R09136,substrate,C18242
R09136,substrate,C00001
R09136,product,C18243
R09220,substrate,C18309
R09220,substrate,C00001
R09220,product,C18310
R09222,substrate,C18304
R09222,substrate,C00001
R09222,product,C18305
R09248,substrate,C00448
R09248,substrate,C00129
R09248,product,C04146
R09248,product,C00013
R09284,substrate,C14602
R09284,product,C18351
R09289,substrate,C01013
R09289,substrate,C00006
R09289,product,C00222
R09289,product,C00005
R09289,product,C00080
R09330,substrate,C18631
R09330,product,C18632
R09365,substrate,C05698
R09365,substrate,C04489
R09365,product,C05335
R09365,product,C04144
R09366,substrate,C05689
R09366,substrate,C00001
R09366,product,C00022
R09366,product,C00014
R09366,product,C05703
R09372,substrate,C00005
R09372,substrate,C00080
R09372,substrate,C18902
R09372,product,C00006
R09372,product,C00001
R09372,product,C05703
R09375,substrate,C01304
R09375,substrate,C00004
R09375,substrate,C00080
R09375,product,C18910
R09375,product,C00003
R09376,substrate,C01304
R09376,substrate,C00005
R09376,substrate,C00080
R09376,product,C18910
R09376,product,C00006
R09380,substrate,C00173
R09380,substrate,C00093
R09380,product,C00681
R09380,product,C00229
R09381,substrate,C00173
R09381,substrate,C00681
R09381,product,C00229
R09381,product,C00416
R09382,substrate,C02211
R09382,substrate,C00063
R09382,substrate,C00002
R09382,product,C19085
R09382,product,C00013
R09383,substrate,C02211
R09383,substrate,C00063
R09383,product,C19078
R09383,product,C00013
R09384,substrate,C19078
R09384,substrate,C00063
R09384,product,C19080
R09384,product,C00013
R09386,substrate,C19080
R09386,substrate,C00002
R09386,product,C19085
R09386,product,C00013
R09394,substrate,C00044
R09394,substrate,C00019
R09394,substrate,C00030
R09394,product,C21310
R09394,product,C05198
R09394,product,C00073
R09394,product,C00028
R09395,substrate,C18239
R09395,substrate,C15814
R09395,product,C05924
R09395,product,C15810
R09399,substrate,C19153
R09399,substrate,C00044
R09399,substrate,C00025
R09399,product,C19152
R09399,product,C00035
R09399,product,C00009
R09400,substrate,C19152
R09400,substrate,C00044
R09400,substrate,C00025
R09400,product,C00876
R09400,product,C00035
R09400,product,C00009
R09409,substrate,C19586
R09409,substrate,C00051
R09409,product,C11278
R09479,substrate,C00469
R09479,substrate,C00399
R09479,product,C00084
R09479,product,C00390
R09492,substrate,C05819
R09492,substrate,C00007
R09492,substrate,n C00080
R09492,product,C00828
R09492,product,C00001
R09492,product,n C00080
R09493,substrate,C00405
R09493,substrate,C00001
R09493,substrate,C15602
R09493,product,C00161
R09493,product,C00014
R09493,product,C15603
R09497,substrate,C00244
R09497,substrate,C15603
R09497,product,C00088
R09497,product,C15602
R09497,product,C00001
R09501,substrate,C00580
R09501,substrate,C00828
R09501,substrate,C00001
R09501,product,C11143
R09501,product,C05819
R09509,substrate,C18047
R09509,substrate,C00080
R09509,product,C18046
R09509,product,C00011
R09542,substrate,C03025
R09542,substrate,C00139
R09542,substrate,C00205
R09542,product,C03162
R09542,product,C00138
R09543,substrate,C00019
R09543,substrate,C01209
R09543,product,C00021
R09543,product,C19673
R09570,substrate,C00078
R09570,substrate,C01352
R09570,substrate,C00698
R09570,substrate,C00007
R09570,substrate,C00080
R09570,product,C19687
R09570,product,C00016
R09570,product,C00001
R09597,substrate,C19722
R09597,substrate,C00047
R09597,substrate,C00002
R09597,product,C19723
R09597,product,C00020
R09597,product,C00013
R09597,product,C00001
R09640,substrate,C00002
R09640,substrate,C19769
R09640,substrate,C00001
R09640,product,C00008
R09640,product,C19770
R09641,substrate,C00029
R09641,substrate,C17556
R09641,product,C00105
R09641,product,C19772
R09645,substrate,C16699
R09645,substrate,C00001
R09645,product,C00275
R09645,product,C00258
R09660,substrate,C00170
R09660,substrate,C00001
R09660,product,C19787
R09660,product,C00014
R09675,substrate,C00002
R09675,substrate,C00882
R09675,product,C19771
R09675,product,C00147
R09691,substrate,C05421
R09691,substrate,C00028
R09691,product,C05431
R09691,product,C00030
R09692,substrate,C05421
R09692,substrate,C00028
R09692,product,C05414
R09692,product,C00030
R09697,substrate,C00043
R09697,product,C19823
R09697,product,C00001
R09718,substrate,C19838
R09718,product,C00037
R09718,product,C00048
R09725,substrate,C19846
R09725,substrate,C00001
R09725,product,C19845
R09725,product,C00132
R09726,substrate,C00002
R09726,substrate,C05924
R09726,product,C00013
R09726,product,C19848
R09728,substrate,C19839
R09728,substrate,C00030
R09728,substrate,C00007
R09728,product,C16146
R09728,product,C00028
R09728,product,C00001
R09733,substrate,C00096
R09733,substrate,C19856
R09733,product,C00035
R09733,product,C19855
R09735,substrate,C19848
R09735,substrate,C06232
R09735,product,C18237
R09735,product,C00020
R09735,product,C00001
R09736,substrate,C19847
R09736,substrate,C00019
R09736,product,C05819
R09736,product,C00021
R09737,substrate,C00019
R09737,substrate,C19858
R09737,product,C00021
R09737,product,C19859
R09738,substrate,C00136
R09738,substrate,C00006
R09738,product,C00877
R09738,product,C00005
R09738,product,C00080
R09763,substrate,C06025
R09763,substrate,C04121
R09763,product,C19875
R09763,product,C00055
R09764,substrate,G11160
R09764,substrate,C04121
R09764,product,G13060
R09764,product,C00055
R09766,substrate,G13060
R09766,substrate,C04121
R09766,product,G13061
R09766,product,C00055
R09767,substrate,C06024
R09767,substrate,C00002
R09767,product,C19877
R09767,product,C00008
R09768,substrate,C05382
R09768,product,C19882
R09769,substrate,C05382
R09769,product,C19878
R09770,substrate,C19878
R09770,substrate,C00002
R09770,product,C19879
R09770,product,C00008
R09771,substrate,C19879
R09771,substrate,C00001
R09771,product,C19880
R09771,product,C00009
R09773,substrate,C16157
R09773,substrate,C04919
R09773,product,C19884
R09773,product,C17556
R09774,substrate,C16157
R09774,substrate,C06025
R09774,product,C19883
R09774,product,C17556
R09775,substrate,C00956
R09775,substrate,C19885
R09775,substrate,C00002
R09775,product,C19886
R09775,product,C00008
R09775,product,C00009
R09781,substrate,C06026
R09781,substrate,C16157
R09781,product,C19890
R09781,product,C17556
R09796,substrate,C00256
R09796,product,C00546
R09796,product,C00001
R09797,substrate,C19909
R09797,product,C19910
R09799,substrate,C00533
R09799,substrate,C00014
R09799,substrate,C00126
R09799,product,C05361
R09799,product,C00001
R09799,product,C00125
R09801,substrate,C19929
R09801,substrate,C00001
R09801,product,C03283
R09801,product,C00033
R09824,substrate,C19947
R09824,substrate,C00026
R09824,product,C19960
R09824,product,C00025
R09825,substrate,C19961
R09825,substrate,C00026
R09825,product,C19823
R09825,product,C00025
R09837,substrate,C20062
R09837,product,C19975
R09838,substrate,C00582
R09838,substrate,C00007
R09838,substrate,C00005
R09838,substrate,C00080
R09838,product,C20062
R09838,product,C00001
R09838,product,C00006
R09839,substrate,C19945
R09839,substrate,C00010
R09839,product,C14144
R09839,product,C00024
R09841,substrate,C19972
R09841,substrate,C00074
R09841,substrate,C00001
R09841,product,C20082
R09841,product,C00009
R09843,substrate,C20082
R09843,substrate,C00063
R09843,product,C20083
R09843,product,C00013
R09845,substrate,C20120
R09845,substrate,C00001
R09845,product,C04506
R09845,product,C00012
R09884,substrate,C00280
R09884,substrate,C00028
R09884,product,C20144
R09884,product,C00030
R09890,substrate,C00448
R09890,product,C20163
R09890,product,C00013
R09936,substrate,C00106
R09936,substrate,C01847
R09936,substrate,C00007
R09936,product,C20231
R09936,product,C00061
R09942,substrate,C01674
R09942,substrate,C00009
R09942,product,C00140
R09942,product,C04501
R09943,substrate,C20236
R09943,substrate,C00009
R09943,product,C00031
R09943,product,C00636
R09951,substrate,C19891
R09951,substrate,C00003
R09951,product,C20251
R09951,product,C00004
R09951,product,C00080
R09959,substrate,C04895
R09959,substrate,C00001
R09959,product,C20239
R09959,product,C00084
R09959,product,C00536
R09978,substrate,C20248
R09978,substrate,C00014
R09978,substrate,C00002
R09978,product,C15996
R09978,product,C00008
R09978,product,C00009
R09978,product,C00001
R09979,substrate,C18026
R09979,product,C20238
R09982,substrate,C20249
R09982,product,C20253
R09983,substrate,C20253
R09983,substrate,C00001
R09983,product,C00222
R09983,product,C00014
R09993,substrate,C20267
R09993,substrate,C00001
R09993,product,C01279
R09993,product,C00014
R09995,substrate,C00369
R09995,product,C01083
R10002,substrate,C20239
R10002,product,C20248
R10002,product,C00014
R10035,substrate,C05143
R10035,substrate,C00001
R10035,product,C03742
R10035,product,C00221
R10039,substrate,C08334
R10039,substrate,C00001
R10039,product,C18796
R10039,product,C00221
R10040,substrate,C01594
R10040,substrate,C00001
R10040,product,C02659
R10040,product,C00221
R10042,substrate,C01407
R10042,substrate,C00007
R10042,substrate,C00004
R10042,substrate,C00080
R10042,product,C00146
R10042,product,C00003
R10042,product,C00001
R10043,substrate,C00146
R10043,substrate,C00007
R10043,substrate,C00004
R10043,substrate,C00080
R10043,product,C00090
R10043,product,C00003
R10043,product,C00001
R10052,substrate,C04411
R10052,substrate,C00003
R10052,product,C00233
R10052,product,C00011
R10052,product,C00004
R10052,product,C00080
R10074,substrate,C00527
R10074,substrate,C04253
R10074,product,C02411
R10074,product,C04570
R10079,substrate,C01417
R10079,substrate,C00288
R10079,substrate,C00080
R10079,product,C00014
R10079,product,C00011
R10086,substrate,C00025
R10086,substrate,C00139
R10086,substrate,C00001
R10086,product,C00014
R10086,product,C00026
R10086,product,C00138
R10086,product,C00080
R10089,substrate,C00117
R10089,substrate,C00118
R10089,substrate,C00064
R10089,product,C00018
R10089,product,C00025
R10089,product,C00001
R10089,product,C00009
R10092,substrate,C00288
R10092,substrate,C00080
R10092,product,C00011
R10092,product,C00001
R10095,substrate,C02970
R10095,substrate,C00119
R10095,product,C20352
R10095,product,C00013
R10100,substrate,C00024
R10100,substrate,C20359
R10100,product,C00010
R10100,product,C19725
R10101,substrate,C15987
R10101,substrate,C00007
R10101,substrate,C00001
R10101,product,C00232
R10101,product,C00218
R10101,product,C00027
R10115,substrate,C19673
R10115,substrate,C01209
R10115,product,C20372
R10115,product,C00011
R10115,product,C00229
R10116,substrate,C20372
R10116,substrate,C00005
R10116,substrate,C00080
R10116,product,C20373
R10116,product,C00006
R10117,substrate,C20373
R10117,product,C20374
R10117,product,C00001
R10118,substrate,C20374
R10118,substrate,C00005
R10118,substrate,C00080
R10118,product,C20375
R10118,product,C00006
R10119,substrate,C20375
R10119,substrate,C01209
R10119,product,C20376
R10119,product,C00011
R10119,product,C00229
R10120,substrate,C20376
R10120,substrate,C00005
R10120,substrate,C00080
R10120,product,C20377
R10120,product,C00006
R10121,substrate,C20377
R10121,product,C20378
R10121,product,C00001
R10122,substrate,C20378
R10122,substrate,C00005
R10122,substrate,C00080
R10122,product,C19846
R10122,product,C00006
R10124,substrate,C19845
R10124,substrate,C00041
R10124,product,C01092
R10124,product,C00229
R10124,product,C00011
R10127,substrate,C20386
R10127,substrate,C00005
R10127,substrate,C00080
R10127,product,C00120
R10127,product,C00006
R10127,product,C00001
R10137,substrate,C00043
R10137,substrate,C02970
R10137,product,C00105
R10137,product,C20390
R10141,substrate,C20395
R10141,substrate,C00025
R10141,product,C20359
R10141,product,C00026
R10146,substrate,C00094
R10146,substrate,C00004
R10146,substrate,C00080
R10146,product,C00283
R10146,product,C00003
R10146,product,C00001
R10147,substrate,C00441
R10147,substrate,C00022
R10147,product,C20258
R10147,product,C00001
R10149,substrate,C00320
R10149,substrate,C05819
R10149,product,C00094
R10149,product,C00283
R10149,product,C00828
R10150,substrate,C02084
R10150,substrate,C05359
R10150,product,C00320
R10151,substrate,C00320
R10151,substrate,C00001
R10151,substrate,C00125
R10151,product,C00059
R10151,product,C00126
R10151,product,C00080
R10152,substrate,n C00283
R10152,substrate,n C15602
R10152,product,C19692
R10152,product,n C15603
R10159,substrate,C00662
R10159,substrate,C00006
R10159,substrate,C00080
R10159,product,C00667
R10159,product,C00005
R10170,substrate,C04411
R10170,product,C02504
R10175,substrate,C03319
R10175,substrate,C20390
R10175,product,C00363
R10175,product,C20416
R10177,substrate,C00353
R10177,product,C05421
R10177,product,C00013
R10184,substrate,C20357
R10184,substrate,C20420
R10184,product,C00105
R10184,product,C20421
R10185,substrate,C00002
R10185,substrate,C20396
R10185,product,C20422
R10185,product,C00147
R10186,substrate,C20422
R10186,substrate,C00001
R10186,product,C20423
R10186,product,C00013
R10188,substrate,C00203
R10188,substrate,C20421
R10188,product,C00015
R10188,product,C20427
R10203,substrate,C11142
R10203,substrate,C01847
R10203,substrate,C00007
R10203,product,C11145
R10203,product,C00067
R10203,product,C00061
R10203,product,C00001
R10205,substrate,C20440
R10205,substrate,C00001
R10205,product,C01151
R10206,substrate,C11145
R10206,substrate,C01847
R10206,substrate,C00007
R10206,product,C00061
R10206,product,C00094
R10206,product,C00001
R10206,product,C00067
R10207,substrate,C20353
R10207,substrate,C00007
R10207,product,C20351
R10207,product,C00027
R10208,substrate,C01271
R10208,product,C00693
R10208,product,C00001
R10209,substrate,C01977
R10209,substrate,C16675
R10209,product,C20446
R10209,product,C00242
R10212,substrate,C14279
R10212,substrate,C00001
R10212,substrate,C00007
R10212,product,C01546
R10212,product,C00027
R10216,substrate,C11101
R10216,substrate,C00001
R10216,substrate,C00007
R10216,product,C20448
R10216,product,C00027
R10219,substrate,C00024
R10219,substrate,C18802
R10219,product,C00010
R10219,product,C18799
R10219,product,C00237
R10220,substrate,C00019
R10220,substrate,C20446
R10220,product,C00073
R10220,product,C00147
R10220,product,C19647
R10221,substrate,C00345
R10221,substrate,C00003
R10221,product,C00199
R10221,product,C00011
R10221,product,C00004
R10221,product,C00080
R10223,substrate,C17324
R10223,substrate,C00001
R10223,product,C20451
R10223,product,C00014
R10244,substrate,C20463
R10244,substrate,C00009
R10244,product,C15587
R10244,product,C00672
R10246,substrate,C00082
R10246,substrate,C00019
R10246,substrate,C00030
R10246,product,C15809
R10246,product,C01468
R10246,product,C05198
R10246,product,C00073
R10246,product,C00028
R10247,substrate,C11437
R10247,substrate,C15809
R10247,substrate,C15814
R10247,product,C20246
R10247,product,C15810
R10247,product,C00001
R10266,substrate,C00043
R10266,product,C04613
R10266,product,C00001
R10301,substrate,C18235
R10301,substrate,C00003
R10301,substrate,C00001
R10301,product,C00058
R10301,product,C06717
R10301,product,C00004
R10301,product,C00080
R10303,substrate,C20497
R10303,substrate,C20415
R10303,product,C20498
R10303,product,C00363
R10304,substrate,C20424
R10304,substrate,C00074
R10304,substrate,C00001
R10304,product,C20418
R10304,product,C00009
R10343,substrate,C00091
R10343,substrate,C00033
R10343,product,C00024
R10343,product,C00042
R10408,substrate,C20589
R10408,product,C04442
R10408,product,C00014
R10460,substrate,C20638
R10460,substrate,C00026
R10460,product,C01222
R10460,product,C00025
R10463,substrate,C00188
R10463,substrate,C00002
R10463,substrate,C00288
R10463,substrate,C00080
R10463,product,C20641
R10463,product,C00013
R10463,product,C00001
R10464,substrate,C20627
R10464,substrate,C04006
R10464,product,C00055
R10464,product,C20642
R10468,substrate,C00032
R10468,substrate,C00030
R10468,substrate,C00007
R10468,product,C20666
R10468,product,C14818
R10468,product,C00067
R10468,product,C00028
R10468,product,C00001
R10491,substrate,C00019
R10491,substrate,C14155
R10491,product,C00021
R10491,product,C14153
R10492,substrate,C00019
R10492,substrate,C14156
R10492,product,C00021
R10492,product,C14154
R10504,substrate,C20657
R10504,substrate,C00003
R10504,product,C01769
R10504,product,C00004
R10504,product,C00080
R10510,substrate,C00032
R10510,substrate,C00030
R10510,substrate,C00007
R10510,product,C20667
R10510,product,C14818
R10510,product,C00067
R10510,product,C00028
R10510,product,C00001
R10600,substrate,C00024
R10600,substrate,C00490
R10600,product,C00033
R10600,product,C00531
R10619,substrate,C00124
R10619,product,C00984
R10633,substrate,C00003
R10633,substrate,C01997
R10633,substrate,C00001
R10633,product,C00153
R10633,product,C02415
R10633,product,C20658
R10633,product,C00080
R10634,substrate,C00003
R10634,substrate,C20743
R10634,substrate,C00001
R10634,product,C00153
R10634,product,C02188
R10634,product,C20658
R10634,product,C00080
R10640,substrate,C00091
R10640,substrate,C02612
R10640,product,C00042
R10640,product,C20746
R10641,substrate,C00091
R10641,substrate,C00497
R10641,product,C00042
R10641,product,C20747
R10645,substrate,C04432
R10645,substrate,C17023
R10645,substrate,C00019
R10645,product,C20753
R10645,product,C00021
R10645,product,C00073
R10645,product,C05198
R10646,substrate,C04432
R10646,substrate,C17023
R10646,substrate,C00019
R10646,product,C20755
R10646,product,C00073
R10646,product,C05198
R10647,substrate,C20755
R10647,substrate,C00019
R10647,product,C20753
R10647,product,C00021
R10649,substrate,C20751
R10649,substrate,C17023
R10649,substrate,C00019
R10649,product,C20752
R10649,product,C00021
R10649,product,C00073
R10649,product,C05198
R10652,substrate,C20756
R10652,substrate,C17023
R10652,substrate,C00019
R10652,substrate,C00030
R10652,product,C20758
R10652,product,C00021
R10652,product,C00073
R10652,product,C05198
R10652,product,C00028
R10667,substrate,C00019
R10667,substrate,C20772
R10667,substrate,C00001
R10667,product,C20773
R10667,product,C00073
R10667,product,C00288
R10675,substrate,C20750
R10675,product,C20748
R10675,product,C00001
R10676,substrate,C20768
R10676,product,C20774
R10690,substrate,C03827
R10690,substrate,C00003
R10690,product,C20781
R10690,product,C00004
R10690,product,C00080
R10691,substrate,C20781
R10691,substrate,C00001
R10691,product,C00186
R10691,product,C00022
R10700,substrate,C05764
R10700,substrate,C00010
R10700,product,C00154
R10700,product,C00229
R10702,substrate,C20783
R10702,substrate,C00004
R10702,substrate,C00080
R10702,substrate,C00007
R10702,product,C01845
R10702,product,C00003
R10702,product,C00001
R10703,substrate,C01845
R10703,substrate,C00003
R10703,product,C00207
R10703,product,C00004
R10703,product,C00080
R10707,substrate,C00024
R10707,substrate,C01209
R10707,product,C05744
R10707,product,C00010
R10707,product,C00011
R10712,substrate,C04752
R10712,substrate,C20247
R10712,product,C01081
R10712,product,C00013
R10712,product,C00011
R10715,substrate,C00424
R10715,substrate,C00003
R10715,product,C00546
R10715,product,C00004
R10715,product,C00080
R10716,substrate,C00019
R10716,substrate,C20648
R10716,product,C00021
R10716,product,C20796
R10717,substrate,C00583
R10717,substrate,C00003
R10717,product,C05235
R10717,product,C00004
R10717,product,C00080
R10757,substrate,C05847
R10757,substrate,C03657
R10757,product,C19847
R10757,product,C00013
R10757,product,C00011
R10764,substrate,C20835
R10764,product,C20836
R10765,substrate,C22078
R10765,product,C20830
R10776,substrate,C00676
R10776,substrate,C00001
R10776,product,C02269
R10776,product,C00009
R10806,substrate,C02583
R10806,substrate,C00019
R10806,product,C20858
R10806,product,C00021
R10810,substrate,C20861
R10810,product,C20236
R10811,substrate,C17207(n)
R10811,substrate,(n-2) C00009
R10811,product,C20861
R10811,product,(n-2) C00636
R10816,substrate,C20864
R10816,substrate,C00001
R10816,product,C20863
R10816,product,C00013
R10817,substrate,C06468
R10817,product,C00095
R10818,substrate,C00795
R10818,product,C00764
R10822,substrate,C00008
R10822,substrate,C00039(n)
R10822,substrate,C02128(m)
R10822,product,C00020
R10822,product,C00009
R10822,product,C00039(n
R10822,product,m)
R10823,substrate,C00044
R10823,substrate,C00039(n)
R10823,substrate,C02128(m)
R10823,product,C00144
R10823,product,C00013
R10823,product,C00039(n
R10823,product,m)
R10829,substrate,C20887
R10829,substrate,C00009
R10829,product,C00140
R10829,product,C00636
R10830,substrate,G00526
R10830,substrate,C00001
R10830,product,G00711
R10830,product,C00191
R10831,substrate,G00711
R10831,substrate,C00001
R10831,product,G10008
R10831,product,C00140
R10841,substrate,C00333
R10841,substrate,C00003
R10841,product,C20889
R10841,product,C00004
R10841,product,C00080
R10845,substrate,C20895
R10845,substrate,C00026
R10845,product,C20646
R10845,product,C00025
R10849,substrate,C00344
R10849,substrate,C06365
R10849,product,C00641
R10849,product,C20897
R10850,substrate,C00029
R10850,substrate,C00641
R10850,product,C00015
R10850,product,C06364
R10851,substrate,C05519
R10851,substrate,C00006
R10851,product,C03508
R10851,product,C00005
R10851,product,C00080
R10852,substrate,C05519
R10852,substrate,C00006
R10852,product,C01888
R10852,product,C00011
R10852,product,C00005
R10852,product,C00080
R10858,substrate,C11101
R10858,substrate,C00007
R10858,substrate,C00001
R10858,product,C20450
R10858,product,C00027
R10859,substrate,C11811
R10859,substrate,C00001
R10859,substrate,C02869
R10859,product,C11453
R10859,product,C02745
R10866,substrate,C00022
R10866,substrate,C00010
R10866,substrate,C02869
R10866,product,C00024
R10866,product,C00011
R10866,product,C02745
R10867,substrate,C04865
R10867,substrate,C00001
R10867,product,C04053
R10867,product,C04255
R10880,substrate,C00002
R10880,substrate,C12323
R10880,substrate,C00062
R10880,substrate,C00065
R10880,substrate,C00001
R10880,product,C00020
R10880,product,C00013
R10880,product,C17355
R10880,product,C20910
R10905,substrate,G10505
R10905,substrate,C00001
R10905,product,G10505
R10905,product,G00526
R10906,substrate,C16520
R10906,substrate,C06025
R10906,product,C20933
R10906,product,C00229
R10907,substrate,C01172
R10907,substrate,C00003
R10907,product,C01236
R10907,product,C00004
R10907,product,C00080
R10908,substrate,C02091
R10908,substrate,C00048
R10908,product,C00037
R10908,product,C00802
R10936,substrate,C20955
R10936,substrate,C00001
R10936,product,C00084
R10936,product,C00409
R10936,product,C00010
R10936,product,C00011
R10938,substrate,C20957
R10938,product,C20958
R10948,substrate,C00002
R10948,substrate,C00288
R10948,product,C00008
R10948,product,C20969
R10949,substrate,C00014
R10949,substrate,C20969
R10949,product,C01563
R10949,product,C00009
R10970,substrate,C00002
R10970,substrate,C20830
R10970,product,C00008
R10970,product,C20831
R10991,substrate,C02356
R10991,substrate,C00026
R10991,product,C00109
R10991,product,C00025
R10993,substrate,C00002
R10993,substrate,C00025
R10993,substrate,C02356
R10993,product,C00008
R10993,product,C00009
R10993,product,C21015
R10994,substrate,C00002
R10994,substrate,C21015
R10994,substrate,C00037
R10994,product,C00008
R10994,product,C00009
R10994,product,C21016
R10996,substrate,C00109
R10996,substrate,C00068
R10996,product,C21017
R10996,product,C00011
R10997,substrate,C21017
R10997,substrate,C15972
R10997,product,C21018
R10997,product,C00068
R10998,substrate,C00100
R10998,substrate,C15973
R10998,product,C00010
R10998,product,C21018
R11013,substrate,C05575
R11013,substrate,C00669
R11013,substrate,C00007
R11013,product,C20995
R11013,product,C00001
R11019,substrate,C21007
R11019,substrate,C00006
R11019,product,C21008
R11019,product,C00005
