Reaction,role,metabolite
"R09781  4-AMINO-4-DEOXY-ALPHA-L-ARABINOPYRANOSYL DITRANS,OCTACIS-UNDECAPRENYL PHOSPHATE:KDO2-LIPID A 4-AMINO-4-DEOXY-ALPHA-L-ARABINOPYRANOSYLTRANSFERASE",product,C17556
R12207,substrate,C16157
R12207,substrate,C21982
R12207,product,C22002
R12207,product,C17556
"R12207  4-AMINO-4-DEOXY-ALPHA-L-ARABINOPYRANOSYL DITRANS,OCTACIS-UNDECAPRENYL PHOSPHATE:LIPID IVB 4-AMINO-4-DEOXY-L-ARABINOPYRANOSYLTRANSFERASE",substrate,C16157
"R12207  4-AMINO-4-DEOXY-ALPHA-L-ARABINOPYRANOSYL DITRANS,OCTACIS-UNDECAPRENYL PHOSPHATE:LIPID IVB 4-AMINO-4-DEOXY-L-ARABINOPYRANOSYLTRANSFERASE",substrate,C21982
"R12207  4-AMINO-4-DEOXY-ALPHA-L-ARABINOPYRANOSYL DITRANS,OCTACIS-UNDECAPRENYL PHOSPHATE:LIPID IVB 4-AMINO-4-DEOXY-L-ARABINOPYRANOSYLTRANSFERASE",product,C22002
"R12207  4-AMINO-4-DEOXY-ALPHA-L-ARABINOPYRANOSYL DITRANS,OCTACIS-UNDECAPRENYL PHOSPHATE:LIPID IVB 4-AMINO-4-DEOXY-L-ARABINOPYRANOSYLTRANSFERASE",product,C17556
R12821,substrate,C00307
R12821,substrate,G13199
R12821,product,C00055
R12821,product,G13200
R07229,substrate,C05684
R07229,substrate,C00001
R07229,substrate,C00125
R07229,product,C05697
R07229,product,C00126
R01103  RAFFINOSE GALACTOHYDROLASE,substrate,C00492
R01103  RAFFINOSE GALACTOHYDROLASE,substrate,C00001
R01103  RAFFINOSE GALACTOHYDROLASE,product,C00124
R01103  RAFFINOSE GALACTOHYDROLASE,product,C00089
R01104,substrate,C05401
R01104,substrate,C00001
R01104,product,C00124
R01104,product,C00116
R01104  GALACTOSYLGLYCEROL GALACTOHYDROLASE,substrate,C05401
R01104  GALACTOSYLGLYCEROL GALACTOHYDROLASE,substrate,C00001
R01104  GALACTOSYLGLYCEROL GALACTOHYDROLASE,product,C00124
R01104  GALACTOSYLGLYCEROL GALACTOHYDROLASE,product,C00116
R01194,substrate,C01235
R01194,substrate,C00001
R01194,product,C00137
R01194,product,C00124
R01194  3-O-ALPHA-D-GALACTOSYL-1D-MYO-INOSITOL GALACTOHYDROLASE,substrate,C01235
R01194  3-O-ALPHA-D-GALACTOSYL-1D-MYO-INOSITOL GALACTOHYDROLASE,substrate,C00001
R01194  3-O-ALPHA-D-GALACTOSYL-1D-MYO-INOSITOL GALACTOHYDROLASE,product,C00137
R01194  3-O-ALPHA-D-GALACTOSYL-1D-MYO-INOSITOL GALACTOHYDROLASE,product,C00124
R01329,substrate,C05400
R01329,substrate,C00001
R01329,product,C00159
R01329,product,C00124
R01329  EPIMELIBIOSE GALACTOHYDROLASE,substrate,C05400
R01329  EPIMELIBIOSE GALACTOHYDROLASE,substrate,C00001
R01329  EPIMELIBIOSE GALACTOHYDROLASE,product,C00159
R01329  EPIMELIBIOSE GALACTOHYDROLASE,product,C00124
R02926,substrate,C05399
R02926,substrate,C00001
R02926,product,C00794
R02926,product,C00124
R02926  MELIBIITOL GALACTOHYDROLASE,substrate,C05399
R02926  MELIBIITOL GALACTOHYDROLASE,substrate,C00001
R02926  MELIBIITOL GALACTOHYDROLASE,product,C00794
R02926  MELIBIITOL GALACTOHYDROLASE,product,C00124
R03618,substrate,C04737
R03618,substrate,C00001
R03618,product,C00124
R03618,product,C01290
R03618  GLOBOTRIOSYLCERAMIDE GALACTOHYDROLASE,substrate,C04737
R03618  GLOBOTRIOSYLCERAMIDE GALACTOHYDROLASE,substrate,C00001
R03618  GLOBOTRIOSYLCERAMIDE GALACTOHYDROLASE,product,C00124
R03618  GLOBOTRIOSYLCERAMIDE GALACTOHYDROLASE,product,C01290
R03634,substrate,C01613
R03634,substrate,C00001
R03634,product,C00492
R03634,product,C00124
R04019,substrate,C06126
R04019,substrate,C00001
R04019,product,C02686
R04019,product,C00124
R04019  DIGALACTOSYLCERAMIDE GALACTOHYDROLASE,substrate,C06126
R04019  DIGALACTOSYLCERAMIDE GALACTOHYDROLASE,substrate,C00001
R04019  DIGALACTOSYLCERAMIDE GALACTOHYDROLASE,product,C02686
R04019  DIGALACTOSYLCERAMIDE GALACTOHYDROLASE,product,C00124
R04470,substrate,C06037
R04470,substrate,C00001
R04470,product,C03692
R04470,product,C00124
R04470  DIGALACTOSYL-DIACYLGLYCEROL GALACTOHYDROLASE,substrate,C06037
R04470  DIGALACTOSYL-DIACYLGLYCEROL GALACTOHYDROLASE,substrate,C00001
R04470  DIGALACTOSYL-DIACYLGLYCEROL GALACTOHYDROLASE,product,C03692
R04470  DIGALACTOSYL-DIACYLGLYCEROL GALACTOHYDROLASE,product,C00124
R05549,substrate,C05404
R05549,substrate,C00001
R05549,product,C00124
R05549,product,C05402
R05961,substrate,C00001
R05961,substrate,G00093
R05961,product,C00124
R05961,product,G00092
R06091,substrate,G01275
R06091,substrate,C00001
R06091,product,C00124
R06091,product,C00031
R06094,substrate,G00497
R06094,substrate,C00001
R06094,product,G11121
R06094,product,C00124
R04743,substrate,C05264
R04743,substrate,C00003
R04743,product,C05265
R04743,product,C00004
R04743,product,C00080
R04743  (S)-HYDROXYDECANOYL-COA:NAD+ OXIDOREDUCTASE,substrate,C05264
R04743  (S)-HYDROXYDECANOYL-COA:NAD+ OXIDOREDUCTASE,substrate,C00003
R04743  (S)-HYDROXYDECANOYL-COA:NAD+ OXIDOREDUCTASE,product,C05265
R04743  (S)-HYDROXYDECANOYL-COA:NAD+ OXIDOREDUCTASE,product,C00004
R04743  (S)-HYDROXYDECANOYL-COA:NAD+ OXIDOREDUCTASE,product,C00080
R00048,substrate,C04546
R00048,substrate,C00001
R00048,product,C01089
R00048  (R)-3-((R)-3-HYDROXYBUTANOYLOXY)-BUTANOATE HYDROXYBUTANOYLHYDROLASE,substrate,C04546
R00048  (R)-3-((R)-3-HYDROXYBUTANOYLOXY)-BUTANOATE HYDROXYBUTANOYLHYDROLASE,substrate,C00001
R00048  (R)-3-((R)-3-HYDROXYBUTANOYLOXY)-BUTANOATE HYDROXYBUTANOYLHYDROLASE,product,C01089
R10463,substrate,C00188
R10463,substrate,C00002
R10463,substrate,C00288
R10463,substrate,C00080
R10463,product,C20641
R10463,product,C00013
R10463,product,C00001
"R10463  ATP:L-THREONYL,BICARBONATE ADENYLYLTRANSFERASE",substrate,C00188
"R10463  ATP:L-THREONYL,BICARBONATE ADENYLYLTRANSFERASE",substrate,C00002
"R10463  ATP:L-THREONYL,BICARBONATE ADENYLYLTRANSFERASE",substrate,C00288
"R10463  ATP:L-THREONYL,BICARBONATE ADENYLYLTRANSFERASE",substrate,C00080
"R10463  ATP:L-THREONYL,BICARBONATE ADENYLYLTRANSFERASE",product,C20641
"R10463  ATP:L-THREONYL,BICARBONATE ADENYLYLTRANSFERASE",product,C00013
"R10463  ATP:L-THREONYL,BICARBONATE ADENYLYLTRANSFERASE",product,C00001
R10220,substrate,C00019
R10220,substrate,C20446
R10220,product,C00073
R10220,product,C00147
R10220,product,C19647
R10220  S-ADENOSYL-L-METHIONINE:7-AMINOMETHYL-7-DEAZAGUANOSINE RIBOSYLTRANSFERASE (RIBOSYL ISOMERIZING,substrate,C00019
R10220  S-ADENOSYL-L-METHIONINE:7-AMINOMETHYL-7-DEAZAGUANOSINE RIBOSYLTRANSFERASE (RIBOSYL ISOMERIZING,substrate,C20446
R10220  S-ADENOSYL-L-METHIONINE:7-AMINOMETHYL-7-DEAZAGUANOSINE RIBOSYLTRANSFERASE (RIBOSYL ISOMERIZING,product,C00073
R10220  S-ADENOSYL-L-METHIONINE:7-AMINOMETHYL-7-DEAZAGUANOSINE RIBOSYLTRANSFERASE (RIBOSYL ISOMERIZING,product,C00147
R10220  S-ADENOSYL-L-METHIONINE:7-AMINOMETHYL-7-DEAZAGUANOSINE RIBOSYLTRANSFERASE (RIBOSYL ISOMERIZING,product,C19647
R08574,substrate,C00063
R08574,substrate,C00255
R08574,product,C00112
R08574,product,C00061
R08574  CTP:RIBOFLAVIN 5'-PHOSPHOTRANSFERASE,substrate,C00063
R08574  CTP:RIBOFLAVIN 5'-PHOSPHOTRANSFERASE,substrate,C00255
R08574  CTP:RIBOFLAVIN 5'-PHOSPHOTRANSFERASE,product,C00112
R08574  CTP:RIBOFLAVIN 5'-PHOSPHOTRANSFERASE,product,C00061
R07290,substrate,C00798
R07290,substrate,C00209
R07290,product,C00058
R07290,product,C00313
R07290  FORMYL-COA:OXALATE COA-TRANSFERASE,substrate,C00798
R07290  FORMYL-COA:OXALATE COA-TRANSFERASE,substrate,C00209
R07290  FORMYL-COA:OXALATE COA-TRANSFERASE,product,C00058
R07290  FORMYL-COA:OXALATE COA-TRANSFERASE,product,C00313
R00804,substrate,C00934
R00804,substrate,C00001
R00804,product,C11477
R00804,product,C00009
R00804  SUGAR-PHOSPHATE PHOSPHOHYDROLASE,substrate,C00934
R00804  SUGAR-PHOSPHATE PHOSPHOHYDROLASE,substrate,C00001
R00804  SUGAR-PHOSPHATE PHOSPHOHYDROLASE,product,C11477
R00804  SUGAR-PHOSPHATE PHOSPHOHYDROLASE,product,C00009
R07659,substrate,C16155
R07659,substrate,C00025
R07659,product,C16153
R07659,product,C00026
R02560,substrate,C00565
R02560,substrate,C00125
R02560,substrate,C00001
R02560,product,C01104
R02560,product,C00126
R02560,product,C00080
R02560  TRIMETHYLAMINE:CYTOCHROME C OXIDOREDUCTASE,substrate,C00565
R02560  TRIMETHYLAMINE:CYTOCHROME C OXIDOREDUCTASE,substrate,C00125
R02560  TRIMETHYLAMINE:CYTOCHROME C OXIDOREDUCTASE,substrate,C00001
R02560  TRIMETHYLAMINE:CYTOCHROME C OXIDOREDUCTASE,product,C01104
R02560  TRIMETHYLAMINE:CYTOCHROME C OXIDOREDUCTASE,product,C00126
R02560  TRIMETHYLAMINE:CYTOCHROME C OXIDOREDUCTASE,product,C00080
R05226,substrate,C06507
R05226,substrate,C03194
R05226,product,C06508
R05226,product,C00001
R05226  ADENOSYLCOBINAMIDE AMIDOHYDROLASE,substrate,C06507
R05226  ADENOSYLCOBINAMIDE AMIDOHYDROLASE,substrate,C03194
R05226  ADENOSYLCOBINAMIDE AMIDOHYDROLASE,product,C06508
R05226  ADENOSYLCOBINAMIDE AMIDOHYDROLASE,product,C00001
R01268,substrate,C00153
R01268,substrate,C00001
R01268,product,C00253
R01268,product,C00014
R01268  NICOTINAMIDE AMIDOHYDROLASE,substrate,C00153
R01268  NICOTINAMIDE AMIDOHYDROLASE,substrate,C00001
R01268  NICOTINAMIDE AMIDOHYDROLASE,product,C00253
R01268  NICOTINAMIDE AMIDOHYDROLASE,product,C00014
R06974,substrate,C00058
R06974,substrate,C00002
R06974,substrate,C03838
R06974,product,C00008
R06974,product,C00009
R06974,product,C04376
R06974  FORMATE:N1-(5-PHOSPHO-BETA-D-RIBOSYL)GLYCINAMIDE LIGASE (ADP-FORMING),substrate,C00058
R06974  FORMATE:N1-(5-PHOSPHO-BETA-D-RIBOSYL)GLYCINAMIDE LIGASE (ADP-FORMING),substrate,C00002
R06974  FORMATE:N1-(5-PHOSPHO-BETA-D-RIBOSYL)GLYCINAMIDE LIGASE (ADP-FORMING),substrate,C03838
R06974  FORMATE:N1-(5-PHOSPHO-BETA-D-RIBOSYL)GLYCINAMIDE LIGASE (ADP-FORMING),product,C00008
R06974  FORMATE:N1-(5-PHOSPHO-BETA-D-RIBOSYL)GLYCINAMIDE LIGASE (ADP-FORMING),product,C00009
R06974  FORMATE:N1-(5-PHOSPHO-BETA-D-RIBOSYL)GLYCINAMIDE LIGASE (ADP-FORMING),product,C04376
R00982,substrate,C00002
R00982,substrate,C00108
R00982,substrate,C00010
R00982,product,C00020
R00982,product,C00013
R00982,product,C02247
R00982  ANTHRANILATE:COA LIGASE (AMP-FORMING),substrate,C00002
R00982  ANTHRANILATE:COA LIGASE (AMP-FORMING),substrate,C00108
R00982  ANTHRANILATE:COA LIGASE (AMP-FORMING),substrate,C00010
R00982  ANTHRANILATE:COA LIGASE (AMP-FORMING),product,C00020
R00982  ANTHRANILATE:COA LIGASE (AMP-FORMING),product,C00013
R00982  ANTHRANILATE:COA LIGASE (AMP-FORMING),product,C02247
R10675,substrate,C20750
R10675,product,C20748
R10675,product,C00001
R10675  L-CARNITINYL-COA HYDRO-LYASE [(E)-4-(TRIMETHYLAMMONIO)BUT-2-ENOYL-COA-FORMING],substrate,C20750
R10675  L-CARNITINYL-COA HYDRO-LYASE [(E)-4-(TRIMETHYLAMMONIO)BUT-2-ENOYL-COA-FORMING],product,C20748
R10675  L-CARNITINYL-COA HYDRO-LYASE [(E)-4-(TRIMETHYLAMMONIO)BUT-2-ENOYL-COA-FORMING],product,C00001
R04638,substrate,C04895
R04638,substrate,C00001
R04638,product,C05925
R04638,product,C00013
"R04638  7,8-DIHYDRONEOPTERIN 3'-TRIPHOSPHATE DIPHOSPHOHYDROLASE",substrate,C04895
"R04638  7,8-DIHYDRONEOPTERIN 3'-TRIPHOSPHATE DIPHOSPHOHYDROLASE",substrate,C00001
"R04638  7,8-DIHYDRONEOPTERIN 3'-TRIPHOSPHATE DIPHOSPHOHYDROLASE",product,C05925
"R04638  7,8-DIHYDRONEOPTERIN 3'-TRIPHOSPHATE DIPHOSPHOHYDROLASE",product,C00013
R10816,substrate,C20864
R10816,substrate,C00001
R10816,product,C20863
R10816,product,C00013
R10816  5'-TRIPHOSPHO-[MRNA] DIPHOSPHATASE,substrate,C20864
R10816  5'-TRIPHOSPHO-[MRNA] DIPHOSPHATASE,substrate,C00001
R10816  5'-TRIPHOSPHO-[MRNA] DIPHOSPHATASE,product,C20863
R10816  5'-TRIPHOSPHO-[MRNA] DIPHOSPHATASE,product,C00013
R01668,substrate,C00458
R01668,substrate,C00001
R01668,product,C00239
R01668,product,C00013
R01668  DCTP NUCLEOTIDOHYDROLASE,substrate,C00458
R01668  DCTP NUCLEOTIDOHYDROLASE,substrate,C00001
R01668  DCTP NUCLEOTIDOHYDROLASE,product,C00239
R01668  DCTP NUCLEOTIDOHYDROLASE,product,C00013
R02528,substrate,C00546
R02528,substrate,C00005
R02528,substrate,C00080
R02528,product,C05235
R02528,product,C00006
R10127,substrate,C20386
R10127,substrate,C00005
R10127,substrate,C00080
R10127,product,C00120
R10127,product,C00006
R10127,product,C00001
R10127  BIOTIN:NADP+ S-OXIDOREDUCTASE (BIOTIN S-OXIDE-FORMING),substrate,C20386
R10127  BIOTIN:NADP+ S-OXIDOREDUCTASE (BIOTIN S-OXIDE-FORMING),substrate,C00005
R10127  BIOTIN:NADP+ S-OXIDOREDUCTASE (BIOTIN S-OXIDE-FORMING),substrate,C00080
R10127  BIOTIN:NADP+ S-OXIDOREDUCTASE (BIOTIN S-OXIDE-FORMING),product,C00120
R10127  BIOTIN:NADP+ S-OXIDOREDUCTASE (BIOTIN S-OXIDE-FORMING),product,C00006
R10127  BIOTIN:NADP+ S-OXIDOREDUCTASE (BIOTIN S-OXIDE-FORMING),product,C00001
R10149,substrate,C00320
R10149,substrate,C05819
R10149,product,C00094
R10149,product,C00283
R10149,product,C00828
R10150,substrate,C02084
R10150,substrate,C05359
R10150,product,C00320
R12241,substrate,C02133
R12241,substrate,C00093
R12241,product,C00681
R12241,product,C00009
R12241  ACYL PHOSPHOATE:SN-GLYCEROL 3-PHOSPHATE ACYLTRANSFERASE,substrate,C02133
R12241  ACYL PHOSPHOATE:SN-GLYCEROL 3-PHOSPHATE ACYLTRANSFERASE,substrate,C00093
R12241  ACYL PHOSPHOATE:SN-GLYCEROL 3-PHOSPHATE ACYLTRANSFERASE,product,C00681
R12241  ACYL PHOSPHOATE:SN-GLYCEROL 3-PHOSPHATE ACYLTRANSFERASE,product,C00009
R01384,substrate,C00167
R01384,product,C00190
R01384,product,C00011
R01384  UDP-D-GLUCURONATE CARBOXY-LYASE (UDP-D-XYLOSE-FORMING),substrate,C00167
R01384  UDP-D-GLUCURONATE CARBOXY-LYASE (UDP-D-XYLOSE-FORMING),product,C00190
R01384  UDP-D-GLUCURONATE CARBOXY-LYASE (UDP-D-XYLOSE-FORMING),product,C00011
R01385,substrate,C00167
R01385,product,C00617
R01385  UDP-GLUCURONATE 4-EPIMERASE,substrate,C00167
R01385  UDP-GLUCURONATE 4-EPIMERASE,product,C00617
R08166,substrate,C16519
R08166,product,C05817
R08166,product,C00022
"R08166  2-SUCCINYL-6-HYDROXY-2,4-CYCLOHEXADIENE-1-CARBOXYLATE SYNTHASE",substrate,C16519
"R08166  2-SUCCINYL-6-HYDROXY-2,4-CYCLOHEXADIENE-1-CARBOXYLATE SYNTHASE",product,C05817
"R08166  2-SUCCINYL-6-HYDROXY-2,4-CYCLOHEXADIENE-1-CARBOXYLATE SYNTHASE",product,C00022
R01623,substrate,C00229
R01623,substrate,C00001
R01623,product,C01134
R01623,product,C03688
R01623  [ACYL-CARRIER-PROTEIN] 4'-PANTETHEINE-PHOSPHOHYDROLASE,substrate,C00229
R01623  [ACYL-CARRIER-PROTEIN] 4'-PANTETHEINE-PHOSPHOHYDROLASE,substrate,C00001
R01623  [ACYL-CARRIER-PROTEIN] 4'-PANTETHEINE-PHOSPHOHYDROLASE,product,C01134
R01623  [ACYL-CARRIER-PROTEIN] 4'-PANTETHEINE-PHOSPHOHYDROLASE,product,C03688
R10776,substrate,C00676
R10776,substrate,C00001
R10776,product,C02269
R10776,product,C00009
R10776  2'-DEOXYRIBONUCLEOSIDE 5'-MONOPHOSPHATE PHOSPHOHYDROLASE,substrate,C00676
R10776  2'-DEOXYRIBONUCLEOSIDE 5'-MONOPHOSPHATE PHOSPHOHYDROLASE,substrate,C00001
R10776  2'-DEOXYRIBONUCLEOSIDE 5'-MONOPHOSPHATE PHOSPHOHYDROLASE,product,C02269
R10776  2'-DEOXYRIBONUCLEOSIDE 5'-MONOPHOSPHATE PHOSPHOHYDROLASE,product,C00009
R02030,substrate,C00344
R02030,substrate,C00269
R02030,product,C05980
R02030,product,C00055
R02030  CDP-DIACYLGLYCEROL:PHOSPHATIDYLGLYCEROL 3-PHOSPHATIDYLTRANSFERASE,substrate,C00344
R02030  CDP-DIACYLGLYCEROL:PHOSPHATIDYLGLYCEROL 3-PHOSPHATIDYLTRANSFERASE,substrate,C00269
R02030  CDP-DIACYLGLYCEROL:PHOSPHATIDYLGLYCEROL 3-PHOSPHATIDYLTRANSFERASE,product,C05980
R02030  CDP-DIACYLGLYCEROL:PHOSPHATIDYLGLYCEROL 3-PHOSPHATIDYLTRANSFERASE,product,C00055
R04420,substrate,C04188
R04420,product,C04582
R04420  5-METHYLTHIO-5-DEOXY-D-RIBOSE-1-PHOSPHATE KETOL-ISOMERASE,substrate,C04188
R04420  5-METHYLTHIO-5-DEOXY-D-RIBOSE-1-PHOSPHATE KETOL-ISOMERASE,product,C04582
R07394,substrate,C15651
R07394,substrate,C00001
R07394,product,C15606
R07394,product,C00009
R07394  2-HYDROXY-5-(METHYLTHIO)-3-OXOPENT-1-ENYL PHOSPHATE PHOSPHOHYDROLASE,substrate,C15651
R07394  2-HYDROXY-5-(METHYLTHIO)-3-OXOPENT-1-ENYL PHOSPHATE PHOSPHOHYDROLASE,substrate,C00001
R07394  2-HYDROXY-5-(METHYLTHIO)-3-OXOPENT-1-ENYL PHOSPHATE PHOSPHOHYDROLASE,product,C15606
R07394  2-HYDROXY-5-(METHYLTHIO)-3-OXOPENT-1-ENYL PHOSPHATE PHOSPHOHYDROLASE,product,C00009
R07363,substrate,C15606
R07363,substrate,C00007
R07363,product,C08276
R07363,product,C00058
R07363,product,C00237
"R07363  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE- AND CO-FORMING)",substrate,C15606
"R07363  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE- AND CO-FORMING)",substrate,C00007
"R07363  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE- AND CO-FORMING)",product,C08276
"R07363  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE- AND CO-FORMING)",product,C00058
"R07363  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE- AND CO-FORMING)",product,C00237
R07364,substrate,C15606
R07364,substrate,C00007
R07364,product,C01180
R07364,product,C00058
"R07364  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE-FORMING)",substrate,C15606
"R07364  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE-FORMING)",substrate,C00007
"R07364  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE-FORMING)",product,C01180
"R07364  1,2-DIHYDROXY-5-(METHYLTHIO)PENT-1-EN-3-ONE:OXYGEN OXIDOREDUCTASE (FORMATE-FORMING)",product,C00058
R02025,substrate,C00073
R02025,substrate,C00343
R02025,substrate,C00001
R02025,product,C02989
R02025,product,C00342
R02025  L-METHIONINE:OXIDIZED-THIOREDOXIN S-OXIDOREDUCTASE,substrate,C00073
R02025  L-METHIONINE:OXIDIZED-THIOREDOXIN S-OXIDOREDUCTASE,substrate,C00343
R02025  L-METHIONINE:OXIDIZED-THIOREDOXIN S-OXIDOREDUCTASE,substrate,C00001
R02025  L-METHIONINE:OXIDIZED-THIOREDOXIN S-OXIDOREDUCTASE,product,C02989
R02025  L-METHIONINE:OXIDIZED-THIOREDOXIN S-OXIDOREDUCTASE,product,C00342
R12507,substrate,C00064
R12507,substrate,C01180
R12507,product,C00940
R12507,product,C00073
R12507  L-GLUTAMINE:4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,substrate,C00064
R12507  L-GLUTAMINE:4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,substrate,C01180
R12507  L-GLUTAMINE:4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,product,C00940
R12507  L-GLUTAMINE:4-(METHYLSULFANYL)-2-OXOBUTANOATE AMINOTRANSFERASE,product,C00073
R12605,substrate,C01079
R12605,substrate,C00028
R12605,product,C02191
R12605,product,C00030
R09640,substrate,C00002
R09640,substrate,C19769
R09640,substrate,C00001
R09640,product,C00008
R09640,product,C19770
"R09640  ATP:1,6-ANHYDRO-N-ACETYLMURAMATE 6-PHOSPHOTRANSFERASE",substrate,C00002
"R09640  ATP:1,6-ANHYDRO-N-ACETYLMURAMATE 6-PHOSPHOTRANSFERASE",substrate,C19769
"R09640  ATP:1,6-ANHYDRO-N-ACETYLMURAMATE 6-PHOSPHOTRANSFERASE",substrate,C00001
"R09640  ATP:1,6-ANHYDRO-N-ACETYLMURAMATE 6-PHOSPHOTRANSFERASE",product,C00008
"R09640  ATP:1,6-ANHYDRO-N-ACETYLMURAMATE 6-PHOSPHOTRANSFERASE",product,C19770
R12755,substrate,C00002
R12755,substrate,C19769
R12755,substrate,C00001
R12755,product,C00008
R12755,product,C16698
"R12755  ATP:1,6-ANHYDRO-N-ACETYL-BETA-MURAMATE 6-PHOSPHOTRANSFERASE",substrate,C00002
"R12755  ATP:1,6-ANHYDRO-N-ACETYL-BETA-MURAMATE 6-PHOSPHOTRANSFERASE",substrate,C19769
"R12755  ATP:1,6-ANHYDRO-N-ACETYL-BETA-MURAMATE 6-PHOSPHOTRANSFERASE",substrate,C00001
"R12755  ATP:1,6-ANHYDRO-N-ACETYL-BETA-MURAMATE 6-PHOSPHOTRANSFERASE",product,C00008
"R12755  ATP:1,6-ANHYDRO-N-ACETYL-BETA-MURAMATE 6-PHOSPHOTRANSFERASE",product,C16698
R07399,substrate,C00024
R07399,substrate,C00022
R07399,substrate,C00001
R07399,product,C02612
R07399,product,C00010
R09936,substrate,C00106
R09936,substrate,C01847
R09936,substrate,C00007
R09936,product,C20231
R09936,product,C00061
"R09936  URACIL,FMNH2:OXYGEN OXIDOREDUCTASE (URACIL HYDROXYLATING, RING-OPENING)",substrate,C00106
"R09936  URACIL,FMNH2:OXYGEN OXIDOREDUCTASE (URACIL HYDROXYLATING, RING-OPENING)",substrate,C01847
"R09936  URACIL,FMNH2:OXYGEN OXIDOREDUCTASE (URACIL HYDROXYLATING, RING-OPENING)",substrate,C00007
"R09936  URACIL,FMNH2:OXYGEN OXIDOREDUCTASE (URACIL HYDROXYLATING, RING-OPENING)",product,C20231
"R09936  URACIL,FMNH2:OXYGEN OXIDOREDUCTASE (URACIL HYDROXYLATING, RING-OPENING)",product,C00061
R09982,substrate,C20249
R09982,product,C20253
R11098,substrate,C20905
R11098,substrate,C00001
R11098,product,C00109
R11098,product,C00014
R11098  2-IMINOBUTANOATE AMINOHYDROLASE,substrate,C20905
R11098  2-IMINOBUTANOATE AMINOHYDROLASE,substrate,C00001
R11098  2-IMINOBUTANOATE AMINOHYDROLASE,product,C00109
R11098  2-IMINOBUTANOATE AMINOHYDROLASE,product,C00014
R11099,substrate,C20904
R11099,substrate,C00001
R11099,product,C00022
R11099,product,C00014
R11099  2-IMINOPROPANOATE AMINOHYDROLASE,substrate,C20904
R11099  2-IMINOPROPANOATE AMINOHYDROLASE,substrate,C00001
R11099  2-IMINOPROPANOATE AMINOHYDROLASE,product,C00022
R11099  2-IMINOPROPANOATE AMINOHYDROLASE,product,C00014
R09983,substrate,C20253
R09983,substrate,C00001
R09983,product,C00222
R09983,product,C00014
R11921,substrate,C21769
R11921,product,C21767
R11921,product,C19609
"R11921  NI(II)-PYRIDINIUM-3,5-BISTHIOCARBOXYLATE-MONONUCLEOTIDE NICKEL-LYASE (PYRIDINIUM-3,5-BISTHIOCARBOXYLATE-MONONUCLEOTIDE FORMING)",substrate,C21769
"R11921  NI(II)-PYRIDINIUM-3,5-BISTHIOCARBOXYLATE-MONONUCLEOTIDE NICKEL-LYASE (PYRIDINIUM-3,5-BISTHIOCARBOXYLATE-MONONUCLEOTIDE FORMING)",product,C21767
"R11921  NI(II)-PYRIDINIUM-3,5-BISTHIOCARBOXYLATE-MONONUCLEOTIDE NICKEL-LYASE (PYRIDINIUM-3,5-BISTHIOCARBOXYLATE-MONONUCLEOTIDE FORMING)",product,C19609
R12894,substrate,C01107
R12894,product,C22453
R12894,product,C00001
R12894  (R)-5-PHOSPHOMEVALONATE HYDRO-LYASE,substrate,C01107
R12894  (R)-5-PHOSPHOMEVALONATE HYDRO-LYASE,product,C22453
R12894  (R)-5-PHOSPHOMEVALONATE HYDRO-LYASE,product,C00001
R01155,substrate,C00134
R01155,substrate,C00026
R01155,product,C00555
R01155,product,C00025
R01155  PUTRESCINE:2-OXOGLUTARATE AMINOTRANSFERASE,substrate,C00134
R01155  PUTRESCINE:2-OXOGLUTARATE AMINOTRANSFERASE,substrate,C00026
R01155  PUTRESCINE:2-OXOGLUTARATE AMINOTRANSFERASE,product,C00555
R01155  PUTRESCINE:2-OXOGLUTARATE AMINOTRANSFERASE,product,C00025
R12214,substrate,C01672
R12214,substrate,C00026
R12214,product,C12455
R12214,product,C00025
R12214  CADAVERINE:2-OXOGLUTARATE AMINOTRANSFERASE,substrate,C01672
R12214  CADAVERINE:2-OXOGLUTARATE AMINOTRANSFERASE,substrate,C00026
R12214  CADAVERINE:2-OXOGLUTARATE AMINOTRANSFERASE,product,C12455
